CUSTOMERID,CUST_CONSTTYPE_ID,CUST_CATEGORYID,PROFESSION,AGE,SEX,MARITAL_STATUS,QUALIFICATION,NO_OF_DEPENDENT,OCCUPATION,POSITION,GROSS_INCOME,PRE_JOBYEARS,NETTAKEHOMEINCOME,BRANCH_PINCODE
12008225,1,5,,69,M,M,GRAD,0,,,67337.62052,,67337.62052,400070
12008498,1,5,,69,M,M,GRAD,0,,,67337.62052,,67337.62052,400070
12008226,1,5,,37,M,M,POSTGRAD,0,,,190581.9953,14,190581.9953,400070
12008228,1,4,,30,M,M,GRAD,0,,,1089857.924,,1089857.929,400070
12008229,1,5,,47,M,M,UG,3,,,69637.60568,0,69637.60568,380015
12008231,1,5,,29,M,M,GRAD,0,,,69400.40095,,69400.40095,380015
12008232,1,4,,48,M,M,UG,0,,,112089.6269,,112089.6224,560095
12008233,1,4,,46,M,M,GRAD,0,,,323829.5041,,323829.5041,530016
12008234,1,4,,28,M,M,GRAD,0,,,180155.496,,180155.496,600017
12008235,1,5,,31,F,M,POSTGRAD,0,,,66582.46873,5,66582.46873,560095
12008116,1,4,,41,M,M,OTHERS,0,,,55547.9446,,55547.9446,625010
12008499,1,4,,53,M,M,GRAD,0,,,66905.24733,,66905.24733,517501
12008501,1,5,,21,M,S,GRAD,0,,,27023.3244,,27023.3244,380015
12008500,1,4,,41,M,M,UG,3,,,1.5012958,,1.5012958,639001
12008239,1,5,,23,M,S,UG,0,,,19892.16935,,19892.16935,380015
12008230,1,5,,56,M,M,UG,0,,,56613.86462,,56613.86462,641002
12008240,1,4,,45,M,M,UG,0,,,47290.8177,,47290.8177,605005
12008238,1,4,,61,M,M,UG,3,,,42786.9303,,42786.9303,639001
12008236,1,5,,34,M,M,POSTGRAD,0,,,62161.1526,,62161.1526,639001
12008242,1,5,,25,F,S,GRAD,0,,,60864.03303,3,60864.03303,560095
12008243,1,5,,34,M,M,POSTGRAD,0,,,130417.5661,6,130417.5661,500034
12008244,1,4,,36,M,M,UG,0,,,55547.9446,,55547.9446,628002
12008245,1,5,,33,M,M,GRAD,0,,,45038.874,,45038.874,530016
12008246,1,4,,63,M,M,UG,0,,,123550.8944,,123550.8899,500034
12008247,1,5,,39,M,M,UG,3,,,25522.0286,,25522.0286,621212
12008248,1,5,,31,M,S,GRAD,0,,,151877.0883,0,151877.0883,400070
12008241,1,4,,29,M,M,POSTGRAD,0,,,362213.1338,,362213.1338,627005
12008251,1,4,,48,M,M,UG,0,,,82661.34675,,82661.34675,500034
12008252,1,5,,50,M,M,POSTGRAD,0,,,45038.874,,45038.874,641002
12008253,1,5,,43,M,S,UG,0,,OTH,31527.2118,,31527.2118,380015
12008969,1,4,,44,M,M,UG,0,,,34950.16622,,34950.16622,500034
12008502,1,5,,32,F,S,GRAD,0,,,53201.41926,4,53201.41926,500034
12008254,1,4,,48,M,M,UG,3,,,38283.0429,,38283.0429,602001
12008255,1,5,,51,M,M,GRAD,0,,,177397.6156,0,177397.6156,500034
12008249,1,4,,33,F,M,UG,3,,,37532.395,,37532.395,622001
12033895,1,4,,32,M,M,PRF,2,,,765435.1682,,765435.1637,380015
12008768,1,4,,27,M,M,PRF,0,,,150129.58,,150129.58,600017
12008257,1,4,,38,M,M,UG,0,,,112623.9531,,112623.9576,395002
12008503,1,5,,51,M,M,GRAD,2,,,34959.174,0,34959.174,395002
12008258,1,5,,24,M,S,UG,0,,,28117.76904,,28117.76904,395002
12008259,1,4,,46,M,M,GRAD,0,,,162972.0396,,162972.0396,500034
12008260,1,4,,33,M,M,UG,0,,,52859.99457,,52859.99908,500034
12008504,1,4,,47,M,M,UG,3,,,81069.9732,,81069.9732,620017
12008261,1,4,,,M,,,,,,0,,0,#N/A
12008262,1,4,,24,M,S,UG,0,,,46990.55854,,46990.55854,395002
12008263,1,5,,46,M,M,UG,0,,OTH,37748.5816,,37748.5816,391440
12008265,1,5,,30,M,M,GRAD,0,,,99689.04371,0,99689.04371,560095
12008264,1,5,,40,M,M,null,0,,,30351.69719,,30351.69719,637001
12008769,1,4,,52,M,M,UG,3,,,31277.9967,,31277.9967,639001
12008505,1,5,,33,M,M,UG,2,,,31527.2118,7,31527.2118,602001
12008266,1,4,,49,M,M,GRAD,0,,,350252.3101,,350252.3101,411005
12008267,1,4,,43,M,M,UG,0,,,421113.4719,,421113.4719,637001
12008268,1,5,,25,M,S,UG,2,,,43462.51341,1,43462.51341,600017
12008269,1,5,,56,M,M,GRAD,0,,,41285.6345,,41285.6345,380015
12008506,1,4,,58,M,M,UG,0,,,56389.73617,,56389.73317,400070
12008271,1,5,,27,M,S,GRAD,0,,,58050.6047,,58050.6047,500034
12008273,2,8,,,,,,0,,,0,,0,380015
12008274,1,4,,42,M,M,UG,0,,,75064.79,,75064.79,641002
12008508,1,5,,48,M,M,null,0,,,115343.055,0,115343.055,506009
12008275,1,4,,52,M,M,UG,0,,,36751.72118,,36751.72118,628002
12008509,1,4,,36,M,M,UG,0,,,108843.9455,,0,560095
12008970,1,4,,36,M,M,null,0,,,178353.941,,178353.941,506009
12008276,1,4,,45,M,M,OTHERS,2,,,1510954.762,,1510954.762,600017
12008277,1,4,,45,M,M,UG,0,,,78322.60189,,78322.60189,600053
12008279,1,4,,41,M,M,null,0,,,450388.74,,450388.74,0
12008280,1,4,,54,M,M,GRAD,2,,,145136.1501,,145136.1456,110001
12008770,1,5,,41,M,M,UG,3,,,32621.65644,,32621.65644,620017
12008507,1,4,,34,M,M,UG,0,,,144679.8762,,144679.8762,635109
12008283,1,5,,46,M,M,UG,0,,OTH,86324.5085,21,86324.5085,500034
12008285,1,4,,37,M,M,GRAD,0,,,75858.97548,,75858.97548,500034
12008270,1,4,,30,M,S,UG,2,,,57049.2404,,57049.2404,600017
12008287,1,4,,39,M,M,GRAD,3,,,728286.0991,,728286.0991,380015
12008286,1,4,,47,M,M,UG,0,,,108557.3181,,108557.3226,395002
12008288,1,4,,36,F,M,UG,0,,,1.5012958,,1.5012958,628002
12008289,1,6,,39,M,M,PRF,2,,,275287.4764,,275287.4809,600017
12009297,1,5,,53,M,M,UG,0,,,37952.75782,,37952.75782,628002
12008291,1,5,,38,M,S,GRAD,1,,,90173.83093,0,90173.83093,602001
12008292,1,4,,43,M,M,UG,0,,,115029.2842,,115029.2842,628002
12008293,1,4,,43,M,M,UG,0,,,115029.2842,,115029.2842,628002
12008294,1,5,,44,M,M,OTHERS,0,,,19480.8143,,19480.8143,625010
12008295,1,5,,35,M,M,GRAD,0,,,85374.18826,,85374.18826,380015
12008297,1,5,,51,F,M,POSTGRAD,0,,OFF,96799.0493,,96799.0493,518002
12008298,1,4,,49,M,M,null,0,,,81820.6211,,81820.6211,0
12008299,1,5,,55,M,M,GRAD,0,,OFF,83808.33674,0,83808.33674,518002
12008302,1,4,,52,F,M,GRAD,0,,,187661.975,,187661.975,600017
12008303,1,4,,53,M,M,UG,3,,,305443.2545,,305443.259,600017
12008304,1,5,,43,F,M,UG,0,,OTH,71284.52718,0,71284.52718,530016
12008305,1,5,,53,M,M,UG,0,,OTH,180686.9547,0,180686.9547,530016
12008306,1,4,,45,M,M,GRAD,3,,,82571.269,,82571.269,605005
12008307,1,4,,39,M,M,GRAD,2,,,264355.791,,264355.7956,110001
12008308,4,8,,,,,,0,,,0,,0,400070
12008310,1,4,,38,M,M,GRAD,0,,,85573.8606,,85573.8606,627005
12008313,1,4,,41,F,M,UG,1,,,1.5012958,,1.5012958,639001
12008510,1,5,,57,M,M,UG,0,,,49695.89357,,49695.89357,627005
12008316,1,5,,52,M,M,UG,0,,,21288.37444,,21288.37444,395002
12008317,1,4,,47,F,M,UG,2,,,35188.87226,,35188.87226,600053
12008320,1,5,,51,M,M,GRAD,0,,OTH,48792.1135,20,48792.1135,500034
12008321,1,4,,41,M,M,MAT,0,,,42036.2824,,42036.2824,0
12008322,1,5,,35,F,M,GRAD,0,,,20338.0542,8,20338.0542,641002
12008324,1,5,,31,M,S,null,0,,,97891.99264,,97891.99264,641002
12008511,1,4,,25,M,M,UG,1,,,27023.3244,4,27023.3244,520003
12008512,1,5,,55,M,M,POSTGRAD,0,,,299748.7194,25,299748.7194,391440
12008771,1,5,,23,M,S,GRAD,0,,,37590.94554,1,37590.94554,635109
12008333,1,4,,38,F,M,GRAD,0,,,172953.5248,,172953.5293,400070
12009298,1,4,,28,M,M,OTHERS,0,,,69630.0992,,69630.0992,636004
12008300,1,6,,47,M,M,PRF,1,,,190295.2478,,190295.2478,391440
12007581,1,5,,47,M,M,GRAD,0,,,59835.6454,,59835.6454,627005
12008772,1,4,,37,M,M,UG,3,,,81445.29715,,81445.29715,520003
12008336,1,4,,51,M,M,UG,0,,,57257.92052,,57257.92052,500034
12008337,1,4,,28,M,M,UG,0,,,158976.7161,,158976.7161,400070
12008338,1,5,,28,M,S,UG,0,,OTH,37530.8937,,37530.8937,380015
12008339,1,5,,36,M,S,UG,0,,,6665.753352,,6665.753352,380015
12008340,1,4,,54,M,M,GRAD,0,,,48792.1135,,48792.1135,380015
12008513,1,4,,40,F,M,UG,0,,,103725.0222,,103725.0268,400070
12008514,1,5,,28,M,M,UG,0,,,33478.89634,,33478.89634,391440
12008341,1,5,,23,M,S,GRAD,0,,,44863.22239,0,44863.22239,500034
12008342,1,4,,42,F,M,UG,0,,,67558.311,,67558.311,641002
12008515,1,5,,57,M,M,UG,4,,OTH,63174.52726,0,63174.52726,632007
12008343,1,5,,26,M,S,GRAD,0,,,38580.29947,3,38580.29947,500034
12008516,1,4,,44,M,M,GRAD,0,,,193041.9286,,193041.9316,400070
12008345,1,5,,52,M,M,UG,0,,,45733.97396,0,45733.97396,500034
12008344,1,4,,39,M,M,GRAD,1,,,54201.28227,,54201.28227,391440
12008346,1,4,,31,M,M,UG,0,,,92281.77034,,92281.77484,400070
12008347,1,5,,42,M,M,POSTGRAD,0,,,158707.9842,0,158707.9842,500034
12009602,1,4,,48,M,M,UG,0,,,78818.0295,,78818.0295,560095
12008348,1,5,,23,F,M,GRAD,0,,,86979.07347,2,86979.07347,400070
12008349,1,5,,30,M,M,POSTGRAD,0,,,107263.081,7,107263.081,524001
12008350,1,5,,26,M,S,GRAD,0,,,44280.71962,,44280.71962,570009
12008351,1,4,,40,M,M,UG,3,,,40985.37534,,40985.37534,632007
12008352,1,5,,51,M,M,POSTGRAD,0,,,103768.0644,0,103768.0644,500034
12008355,1,5,,56,M,M,GRAD,0,,,136512.8271,26,136512.8271,400070
12008517,1,4,,53,M,M,GRAD,0,,,286544.8229,,286544.8229,400070
12008518,1,4,,50,M,M,GRAD,0,,,273155.2611,,273155.2656,400070
12008774,1,4,,35,M,M,UG,6,,,66057.0152,,66057.0152,641601
12008519,1,4,,30,M,S,GRAD,0,,,93166.544,,93166.5395,500034
12008357,1,5,,34,M,M,GRAD,0,,,106658.0588,4,106658.0588,500034
12008356,1,4,,50,M,M,UG,0,,,203144.8386,,203144.8386,635109
12008775,1,4,,52,F,M,UG,0,,,36504.95319,,36504.94569,400070
12008773,1,4,,31,F,M,UG,0,,,45038.874,,45038.874,613009
12008359,1,6,,29,M,M,PRF,0,,,193710.0052,,193710.0082,400070
12008521,1,4,,30,M,M,GRAD,0,,,145350.9555,,145350.9555,411005
12008358,1,5,,27,M,M,UG,0,,,27023.3244,,27023.3244,641002
12008360,1,4,,32,M,S,GRAD,0,,,96464.26033,,96464.26033,380015
12008522,1,5,,47,M,M,UG,0,,,130915.9964,0,130915.9964,500034
12008361,1,5,,29,M,S,GRAD,0,,,19212.08235,2,19212.08235,380015
12008524,1,4,,45,F,M,GRAD,0,,,408458.1789,,408458.1743,560095
12008971,1,4,,52,M,M,null,0,,,203012.7246,,203012.7246,506009
12008364,1,4,,33,F,M,UG,0,,,45038.874,,45038.874,641002
12008365,1,4,,60,M,M,UG,0,,,134066.961,,134066.9655,411005
12008366,1,4,,44,M,M,GRAD,0,,,164249.3871,,164249.3916,395002
12008525,1,4,,53,M,M,UG,0,,,179436.7056,,179436.7026,400070
12008353,1,5,,25,M,S,POSTGRAD,0,,,21911.4122,,21911.4122,627005
12008527,1,5,,43,M,S,GRAD,0,,,1194986.418,4,1194986.418,400070
12008367,1,4,,39,M,M,UG,0,,,90509.49065,,90509.49515,395002
12008369,1,4,,42,F,M,UG,0,,,0,,0,605005
12008370,1,5,,57,M,M,GRAD,0,,,39434.53678,0,39434.53678,395002
12008371,1,5,,44,M,M,GRAD,0,,,166643.8338,5,166643.8338,500034
12008528,1,4,,31,M,M,UG,0,,,82571.269,,82571.269,395002
12008372,1,4,,41,F,M,UG,0,,,85573.8606,,85573.8606,600017
12008776,1,4,,49,M,M,UG,0,,,225194.37,,225194.37,637001
12008777,1,4,,65,M,M,GRAD,0,,,6476218.255,,6476218.26,411005
12008373,1,4,,39,M,M,OTHERS,2,,,62453.90528,,62453.90528,625010
12008529,1,4,,25,M,S,UG,0,,,56523.78687,,56523.78687,632007
12008375,1,5,,52,M,M,GRAD,3,,,75928.03509,11,75928.03509,380015
12008376,1,4,,41,M,M,UG,0,,,600518.32,,600518.32,600017
12008530,1,5,,28,M,S,ENG,3,,,71700.38611,,71700.38611,620017
12008377,1,4,,56,M,M,UG,0,,,74444.75483,,74444.75483,533101
12008973,1,5,,25,M,S,GRAD,0,,OTH,39943.47605,2,39943.47605,500034
12008531,1,4,,31,M,S,UG,0,,,109632.1258,,109632.1258,533101
12008378,1,5,,34,M,M,GRAD,0,,,52531.84134,3,52531.84134,533101
12008362,1,4,,31,M,M,GRAD,0,,,525453.53,,525453.53,600017
12008379,1,5,,39,M,M,UG,0,,,21789.80724,,21789.80724,641002
12008533,1,5,,50,M,M,null,3,,,30889.16109,0,30889.16109,613009
12008534,1,4,,30,F,M,UG,0,,,90077.748,,90077.748,600017
12008380,1,5,,43,F,M,UG,0,,,70338.71082,0,70338.71082,533101
12008778,1,4,,30,M,M,UG,0,,,43691.0857,,43691.0857,395002
12008381,1,4,,44,M,M,UG,0,,,170772.3973,,170772.3973,524001
12008382,1,5,,42,M,M,GRAD,0,,,126547.2256,0,126547.2256,411005
12008383,1,4,,30,M,M,UG,0,,,147430.7456,,147430.7501,560095
12008535,1,5,,40,M,M,GRAD,0,,,51745.16234,10,51745.16234,533101
12008384,1,4,,29,M,M,UG,2,,,150129.58,,150129.58,621212
12008974,1,4,,47,F,M,UG,0,,,142204.2395,,142204.2395,635109
12008536,1,5,,47,F,M,UG,0,,,1.5012958,,1.5012958,602001
12008779,1,5,,23,M,S,GRAD,0,,,16286.05684,0,16286.05684,391440
12008532,1,4,,28,M,M,UG,0,,,72737.78151,,72737.78151,395002
12008537,1,4,,35,M,M,UG,0,,,47290.8177,,47290.8177,524001
12008975,1,6,,31,M,S,PRF,0,,,109385.4179,,109385.4134,400070
12008539,4,8,,,,,,0,,,0,,0,400070
12008386,1,4,,46,M,M,UG,0,,,115005.2635,,115005.2635,520003
12008387,1,4,,49,M,M,UG,0,,,50293.4093,,50293.4093,641002
12008389,1,4,,43,M,M,UG,0,,,106541.258,,106541.258,500034
12008972,1,4,,28,M,M,UG,2,,,90077.748,,90077.748,622001
12008390,1,4,,47,F,M,GRAD,0,,,43346.16299,,43346.16299,500034
12008391,1,4,,43,M,M,UG,0,,,45038.874,,45038.874,380015
12008392,1,4,,43,M,M,UG,0,,,44888.74442,,44888.74442,641002
12008393,1,5,,39,M,M,GRAD,3,,,103769.5657,0,103769.5657,391440
12008394,1,4,,31,M,M,UG,0,,,142720.6852,,142720.6852,533101
12008395,1,4,,36,F,M,UG,3,,,90077.748,,90077.748,620017
12009299,1,4,,26,M,M,OTHERS,0,,,121604.9598,,121604.9598,636004
12008780,1,4,,42,M,M,MAT,0,,,34529.8034,,34529.8034,0
12008520,1,4,,57,M,M,UG,4,,,181337.0158,,181337.0158,639001
12008400,1,5,,48,M,M,UG,0,,,170547.2029,1,170547.2029,560095
12008542,1,4,,44,M,M,UG,0,,,253318.6396,,253318.6396,500034
12008401,1,5,,29,M,M,GRAD,0,,,56381.16377,3,56381.16377,500034
12008402,1,4,,49,M,M,UG,1,,,45038.874,,45038.874,602001
12008543,1,4,,39,M,M,GRAD,0,,,53988.09826,,53988.09826,570009
12008405,1,4,,41,F,M,UG,3,,,34454.73861,,34454.73861,631501
12008538,1,4,,53,M,M,UG,0,,,38965.87727,,38965.88177,395002
12008545,1,4,,40,M,M,OTHERS,0,,,49092.37266,,0,500034
12008404,1,4,,36,M,S,GRAD,0,,,160374.1673,,160374.1718,600017
12008406,1,4,,28,M,M,UG,1,,,49993.15014,,49993.15014,639001
12008409,1,4,,25,M,M,UG,0,,,150129.58,,150129.58,600017
12008782,1,4,,33,M,M,UG,3,,,48041.4656,,48041.4656,639001
12008408,1,4,,67,M,M,GRAD,1,,,125496.4386,,125496.4431,411005
12008547,1,5,,49,M,M,GRAD,0,,,76960.9266,,76960.9266,570009
12008546,1,5,,42,M,M,UG,0,,,24682.80425,0,24682.80425,641002
12008544,1,4,,42,M,M,UG,4,,,73563.4942,,73563.4942,639001
12008548,1,4,,29,M,M,UG,0,,,313970.4945,,313970.4945,500034
12008412,1,5,,31,M,M,GRAD,3,,,50589.16457,4,50589.16457,600053
12008414,1,5,,36,M,M,UG,3,,,30025.916,0,30025.916,602001
12008549,1,4,,36,F,M,UG,0,,,105090.706,,105090.706,600017
12008550,1,4,,32,M,M,UG,0,,,119432.5848,,119432.5848,500034
12008415,1,5,,39,M,M,PRF,0,,,126108.8472,7,126108.8472,560095
12008416,1,4,,45,M,M,UG,0,,,112972.509,,112972.509,600017
12008541,1,5,,51,F,M,UG,0,,OTH,93608.79572,21,93608.79572,506009
12008781,1,5,,43,F,M,null,0,,,50803.84987,,50803.84987,506009
12008417,1,4,,41,F,M,UG,1,,,75064.79,,75064.79,613009
12008551,1,4,,32,M,M,GRAD,0,,,72751.7886,,72751.7931,411005
12008418,1,4,,44,M,M,UG,0,,,106829.2065,,106829.2065,641601
12008552,1,5,,41,M,M,GRAD,0,,,112597.185,11,112597.185,400070
12008783,1,4,,32,M,M,UG,0,,,181656.7918,,181656.7918,530016
12008419,1,5,,50,M,M,UG,0,,,50586.16198,0,50586.16198,560095
12008553,1,4,,34,M,M,UG,0,,,88251.16644,,88251.16644,500034
12008556,1,4,,58,M,M,UG,0,,,33028.5076,,33028.5076,627005
12008555,1,4,,29,M,S,GRAD,0,,,55397.81502,,55397.81502,641601
12008407,1,4,,34,M,M,UG,0,,,176935.7119,,176935.7164,395002
12008784,1,4,,36,M,M,UG,0,,,90077.748,,90077.748,600017
12008557,1,4,,43,M,M,GRAD,0,,,215636.2502,,215636.2457,400070
12008420,4,8,,,,,,0,,MD,0,,0,110001
12008421,1,4,,43,M,M,UG,0,,,48341.72476,,48341.72476,380015
12008560,1,4,,26,M,S,UG,0,,,120103.664,,120103.664,637001
12008562,1,4,,32,F,M,GRAD,1,,OTH,25627.11931,0,25627.11931,520003
12008422,1,4,,51,M,M,UG,0,,,127460.0134,,127460.0134,641002
12008561,1,4,,41,M,M,UG,3,,,57049.2404,,57049.2404,639001
12008423,1,5,,57,F,M,UG,0,,OTH,48955.75474,0,48955.75474,500034
12008563,1,5,,44,M,M,PRF,0,,,472324.293,21,472324.2975,110001
12008424,1,4,,51,F,M,GRAD,0,,,201136.1048,,201136.1048,400070
12008976,1,4,,49,M,M,GRAD,0,,,81023.43303,,81023.43303,628002
12008425,1,5,,38,M,M,UG,4,,,37532.395,0,37532.395,602001
12008426,1,5,,57,M,M,UG,4,,OTH,80116.65037,0,80116.65037,631501
12008427,1,4,,39,M,M,GRAD,1,,,81209.59371,,81209.59371,380015
12008428,1,5,,33,F,M,GRAD,0,,,60083.35921,0,60083.35921,500034
12008526,1,5,,32,M,M,UG,3,,,27023.3244,,27023.3244,620017
12008429,1,4,,47,F,M,GRAD,0,,,280742.3146,,280742.3146,400070
12008430,1,5,,27,F,M,GRAD,0,,,48670.50854,5,48670.50854,605005
12008431,1,5,,41,M,M,UG,0,,,30025.916,,0,641002
12008566,1,4,,56,M,M,POSTGRAD,2,,,272044.4373,,272044.4328,302001
12008432,1,5,,32,M,M,UG,0,,,29275.2681,0,29275.2681,570009
12008433,1,4,,28,M,M,UG,0,,,152876.9513,,152876.9513,570009
12008977,1,4,,47,M,M,UG,3,,,374086.2517,,374086.2562,600017
12008786,1,4,,33,M,S,GRAD,0,,,196353.8471,,196353.8516,400070
12008435,1,4,,36,M,M,GRAD,0,,,112597.185,,112597.185,605005
12008568,1,5,,51,M,M,UG,0,,,50817.36153,0,50817.36153,500034
12008436,1,4,,30,M,M,GRAD,0,,,100233.894,,100233.8895,411005
12008565,1,4,,51,M,M,UG,3,,,89327.1001,,89327.1001,620017
12008569,1,5,,45,M,M,UG,0,,OTH,47421.43043,0,47421.43043,500034
12008570,1,4,,56,M,M,UG,0,,,80359.36486,,80359.36036,500034
12008437,1,4,,28,F,M,UG,0,,,127610.143,,127610.143,560095
12008573,1,5,,51,M,M,UG,0,,,56520.78428,0,56520.78428,500034
12008574,1,4,,34,M,M,UG,0,,,139920.7686,,139920.7686,641002
12008575,1,5,,28,M,S,GRAD,0,,,38942.11176,3,38942.11176,500034
12008576,1,4,,32,M,S,UG,0,,,165142.538,,165142.538,600017
12008787,1,5,,52,M,M,UG,0,,,31476.16774,,31476.16774,641002
12008577,1,5,,25,M,M,UG,0,,,45038.874,,45038.874,641002
12008439,1,4,,39,M,M,UG,0,,,72437.52235,,72437.52235,395002
12008567,1,4,,34,M,M,UG,2,,,38283.0429,,38283.0429,639001
12008578,1,4,,29,F,M,GRAD,0,,,352151.4493,,352151.4493,530016
12008440,1,4,,29,M,M,POSTGRAD,0,,,88576.4522,,88576.4522,641002
12008788,1,4,,49,M,M,MAT,0,,,43987.96694,,43987.96694,0
12008790,1,4,,59,M,M,UG,3,,,88027.47336,,88027.47336,391440
12008789,1,4,,45,F,M,MAT,0,,,1.5012958,,1.5012958,0
12008582,1,4,,29,M,S,UG,0,,,124622.5644,,124622.5644,518002
12008441,1,4,,58,M,M,GRAD,2,,,37842.6678,,37842.6633,380015
12008583,1,4,,32,M,M,UG,3,,,55547.9446,,55547.9446,641601
12008785,1,4,,50,M,M,UG,0,,,79647.99086,,79647.99536,395002
12008791,1,5,,31,M,S,GRAD,0,,,132474.3414,9,132474.3414,500034
12008581,1,4,,36,M,M,UG,2,,,33979.32327,,33979.32777,380015
12008585,1,4,,45,M,M,GRAD,0,,,46861.70232,,46861.69782,395002
12008584,1,4,,36,M,M,GRAD,0,,,63635.68029,,63635.67579,400070
12008444,1,6,,28,M,S,GRAD,0,,,75095.19124,,75095.19124,400070
12008587,1,4,,33,F,M,UG,0,,,185883.6901,,185883.6901,500034
12008792,1,4,,31,M,M,UG,0,,,57457.59286,,57457.59286,500034
12008448,1,4,,37,M,M,GRAD,0,,,130450.0992,,130450.0947,400070
12008793,1,4,,44,M,M,UG,0,,,83195.80805,,83195.80805,506009
12008451,1,4,,31,M,M,UG,0,,,79369.00506,,79369.00506,411005
12008794,1,4,,50,M,M,UG,0,,,33779.1555,,33779.1555,641002
12008590,1,4,,28,M,M,UG,0,,,63705.11523,,63705.11072,395002
12008579,1,4,,57,M,M,UG,3,,,45038.874,,45038.874,620017
12008592,1,4,,36,M,M,UG,0,,,51164.16086,,51164.16086,627005
12008593,1,4,,31,M,M,GRAD,0,,,164355.9791,,164355.9836,411005
12008453,1,5,,36,M,M,UG,0,,,1876.61975,,1876.61975,380015
12008795,1,4,,48,M,M,UG,2,,,75064.79,,75064.79,621212
12008594,1,4,,41,M,M,GRAD,0,,,292313.2968,,292313.3013,110001
12008595,1,5,,36,M,M,GRAD,0,,MGR,85356.17271,6,85356.17271,411005
12008596,1,5,,35,M,M,GRAD,0,,OTH,94549.73286,8,94549.73286,500034
12008588,1,5,,39,F,M,POSTGRAD,0,,,54605.13084,0,54605.13084,506009
12008456,1,4,,53,M,M,GRAD,0,,,130193.8731,,130193.8731,628002
12008597,1,4,,38,F,M,UG,0,,,1.5012958,,1.5012958,602001
12008598,1,4,,41,M,M,UG,0,,,58111.40718,,58111.40718,500034
12008599,1,5,,44,M,M,UG,0,,,62315.78607,0,62315.78607,600017
12008600,1,4,,58,M,M,OTHERS,0,,,191107.7041,,191107.6996,400070
12009300,1,5,,52,M,M,POSTGRAD,0,,,135116.622,,135116.622,506009
12008457,1,4,,45,F,M,UG,0,,,105090.706,,105090.706,380015
12008602,1,5,,33,M,M,GRAD,0,,,133664.869,3,133664.869,411005
12008603,1,4,,43,M,M,POSTGRAD,0,,,86641.16181,,86641.15731,500034
12008458,1,5,,34,M,M,UG,0,,,30025.916,,30025.916,641002
12008601,1,4,,38,M,M,PRF,3,,,262726.765,,262726.765,600017
12008459,1,4,,40,F,M,GRAD,0,,,58403.40921,,58403.40921,391440
12008461,1,4,,48,M,M,UG,0,,,90077.748,,90077.748,600017
12009301,1,4,,49,M,M,GRAD,0,,,81023.43303,,81023.43303,628002
12008604,1,4,,53,M,M,UG,0,,,130193.8731,,130193.8731,628002
12008605,1,4,,56,M,M,UG,3,,,147313.1491,,147313.1491,641601
12008580,1,4,,49,M,M,UG,3,,,60051.832,,60051.832,620017
12008796,1,5,,44,M,M,null,0,,,26599.95898,,26599.95898,637001
12008978,1,4,,29,M,M,UG,0,,,64180.39545,,64180.39545,524001
12008465,1,4,,35,M,M,null,2,,,135116.622,,135116.622,613009
12008591,1,4,,37,M,M,UG,3,,,81069.9732,,81069.9732,620017
12008301,1,6,,47,M,M,PRF,1,,,190295.2478,,190295.2478,391440
12008608,1,6,,33,M,M,PRF,0,,,130260.0502,,130260.0547,400070
12008797,1,5,,46,M,M,UG,0,,,43345.41234,0,43345.41234,391440
12009302,4,8,,,,,,0,,,0,,0,400070
12008468,1,4,,37,M,M,GRAD,0,,,141198.9418,,141198.9343,400070
12008798,1,4,,48,M,M,UG,0,,,44267.20796,,44267.20796,391440
12008609,1,5,,55,M,M,POSTGRAD,0,,,299748.7194,25,299748.7194,391440
12008470,1,4,,53,M,M,UG,0,,,75064.79,,75064.79,641002
12008471,1,4,,53,M,M,OTHERS,0,,,99686.04112,,99686.04112,625010
12008473,1,4,,47,M,M,GRAD,4,,,789339.2954,,789339.2954,600017
12008801,1,4,,48,M,M,UG,0,,,90077.748,,90077.748,524001
12008613,1,4,,40,M,M,UG,0,,,88764.11418,,88764.11418,518002
12008614,1,4,,30,M,M,OTHERS,0,,,114098.4808,,114098.4808,625010
12009303,1,4,,40,M,M,PRF,2,,,2056296.333,,2056296.333,600017
12008802,1,4,,38,M,M,GRAD,0,,,281848.6495,,281848.645,500034
12008803,1,4,,38,M,M,UG,0,,,77936.76887,,77936.76887,500034
12008615,1,4,,38,M,M,UG,0,,,39784.3387,,39784.3387,603001
12008804,1,5,,33,M,M,GRAD,0,,MGR,122038.8343,3,122038.8343,530016
12008980,1,4,,37,F,M,UG,0,,,39409.01475,,39409.01475,605005
12008616,1,4,,32,M,M,POSTGRAD,0,,,37532.395,,37532.395,641002
12008618,1,4,,41,M,M,UG,0,,,80301.30975,,80301.30975,500034
12008619,1,5,,37,F,M,POSTGRAD,0,,OTH,33654.54795,4,33654.54795,500034
12008805,1,5,,45,M,M,GRAD,0,,,79789.36788,0,79789.36788,395002
12008981,1,4,,50,M,M,GRAD,0,,,546070.0746,,546070.0746,400070
12008620,1,4,,31,M,M,UG,0,,,68735.32691,,68735.32691,411005
12008806,1,5,,40,M,M,GRAD,0,,,45319.61631,0,45319.61631,411005
12008621,1,4,,34,M,M,UG,0,,,90077.748,,90077.748,600017
12008982,1,5,,59,M,M,GRAD,0,,,86320.00461,0,86320.00461,530016
12008623,1,4,,49,M,M,UG,0,,,60834.00711,,60834.00711,627005
12008983,1,4,,31,M,S,UG,0,,,32427.98928,2,32427.98928,524001
